1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC01379	yjjP	RDBECOLIOPC01861	yjjP	RDBECOLIGNC04681	yjjP	RDBECOLIPMC03262	yjjPp	4603034			RDBECOLITFC00020,RDBECOLITFC00020	H-NS,H-NS	b4364	4602858	4602088		Ecocyc:TU0-14213 
RDBECOLITUC01380	rsmC	RDBECOLIOPC00878	rsmC	RDBECOLIGNC04685	rsmC								b4371	4607700	4606669		Ecocyc:TU0-14215 
RDBECOLITUC01381	holD-rimI-yjjG	RDBECOLIOPC00094	holD-rimI-yjjG	RDBECOLIGNC02014,RDBECOLIGNC00840,RDBECOLIGNC01379	yjjG;rimI;holD	RDBECOLIPMC00212	holDp	4607781					b4374;b4373;b4372	4607803	4609323		Ecocyc:TU0-14216 
RDBECOLITUC01382	prfC	RDBECOLIOPC01500	prfC	RDBECOLIGNC02013	prfC	RDBECOLIPMC02393	prfCp	4609358		sigma70	RDBECOLITFC00135	Nac	b4375	4609414	4611003		Ecocyc:TU0-14217 
RDBECOLITUC01383	ytjA	RDBECOLIOPC00583	ytjA	RDBECOLIGNC02612	ytjA								b4568	4612128	4612289		Ecocyc:TU0-14218 
RDBECOLITUC01384	yjjUV	RDBECOLIOPC02308	yjjUV	RDBECOLIGNC04687,RDBECOLIGNC04686	yjjV;yjjU								b4378;b4377	4612411	4614260		Ecocyc:TU0-14219 
RDBECOLITUC01385	ydeA	RDBECOLIOPC00641	ydeA	RDBECOLIGNC01581	ydeA	RDBECOLIPMC00414	ydeAp	1616955			RDBECOLITFC00098	ArcA	b1528	1617028	1618218		Ecocyc:TU0-1421 
RDBECOLITUC01386	yjjW	RDBECOLIOPC00314	yjjW	RDBECOLIGNC04688	yjjW								b4379	4615543	4614680		Ecocyc:TU0-14220 
RDBECOLITUC01387	yjjI	RDBECOLIOPC01906	yjjI	RDBECOLIGNC02061	yjjI								b4380	4617065	4615515		Ecocyc:TU0-14221 
RDBECOLITUC01388	yjjJ	RDBECOLIOPC00924	yjjJ	RDBECOLIGNC02212	hipH								b4385	4621769	4623100		Ecocyc:TU0-14222 
RDBECOLITUC01389	serB	RDBECOLIOPC02902	radA-nadR	RDBECOLIGNC00933	serB								b4388	4624895	4625863		Ecocyc:TU0-14224 
RDBECOLITUC01390	radA-nadR	RDBECOLIOPC02902	radA-nadR	RDBECOLIGNC01305,RDBECOLIGNC01268	nadR;radA								b4390;b4389	4625912	4628547		Ecocyc:TU0-14225 
RDBECOLITUC01391	slt	RDBECOLIOPC00630	slt	RDBECOLIGNC00938	slt	RDBECOLIPMC02398	sltp7	4630700		sigma32	RDBECOLITFC00170	CpxR	b4392	4630733	4632670		Ecocyc:TU0-14226 
RDBECOLITUC01392	qorA	RDBECOLIOPC02232	qorA	RDBECOLIGNC01447	qorA	RDBECOLIPMC00194	qorAp	4264304					b4051	4264231	4263248		Ecocyc:TU0-14227 
RDBECOLITUC01393	coaA	RDBECOLIOPC01220	coaA	RDBECOLIGNC00912	coaA	RDBECOLIPMC00229	coaAp	4175107					b3974	4175026	4174076		Ecocyc:TU0-14228 
RDBECOLITUC01394	cyaY	RDBECOLIOPC00353	cyaY	RDBECOLIGNC01595	cyaY								b3807	3994059	3993739		Ecocyc:TU0-14229 
RDBECOLITUC01395	ftsAZ	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIGNC00341,RDBECOLIGNC00333	ftsZ;ftsA	RDBECOLIPMC00415	ftsAp1	103561		sigma70	RDBECOLITFC00042	RcsB	b0095;b0094	103982	106456		Ecocyc:TU0-1422 
RDBECOLITUC01396	bax	RDBECOLIOPC00863	bax	RDBECOLIGNC01328	bax								b3570	3737177	3736353		Ecocyc:TU0-14231 
RDBECOLITUC01397	yghA	RDBECOLIOPC00083	yghA	RDBECOLIGNC01264	yghA								b3003	3149662	3150546		Ecocyc:TU0-14232 
RDBECOLITUC01398	yghO	RDBECOLIOPC01483	yghO	RDBECOLIGNC04355	yghO								b2981	3130215	3129043		Ecocyc:TU0-14233 
RDBECOLITUC01399	yggG	RDBECOLIOPC00571	yggG	RDBECOLIGNC01263	loiP	RDBECOLIPMC03124	loiPp	3081892		sigma70			b2936	3081913	3082671		Ecocyc:TU0-14235 
RDBECOLITUC01400	ypfM	RDBECOLIOPC02291	ypfM	RDBECOLIGNC02890	ypfM	RDBECOLIPMC00559	ypfMp	2590970					b4606	2590866	2590807		Ecocyc:TU0-14237 
RDBECOLITUC01401	yeiW	RDBECOLIOPC01163	yeiW	RDBECOLIGNC02613	yeiW	RDBECOLIPMC00556	yeiWp	2265330			RDBECOLITFC00189	CRP	b4502	2265295	2265041		Ecocyc:TU0-14238 
RDBECOLITUC01402	setB	RDBECOLIOPC00302	setB	RDBECOLIGNC01947	setB								b2170	2263863	2265044		Ecocyc:TU0-14239 
RDBECOLITUC01403	ftsZ	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIGNC00341	ftsZ	RDBECOLIPMC03813	ftsZp2	105045					b0095	105305	106456		Ecocyc:TU0-1423 
RDBECOLITUC01404	yncL	RDBECOLIOPC00911	yncL	RDBECOLIGNC02889	yncL								b4598	1517194	1517099		Ecocyc:TU0-14241 
RDBECOLITUC01405	yncJ	RDBECOLIOPC00041	yncJ	RDBECOLIGNC03602	yncJ								b1436	1509064	1508834		Ecocyc:TU0-14242 
RDBECOLITUC01406	insQ	RDBECOLIOPC01535	insQ	RDBECOLIGNC03598	insQ								b1432	1503657	1504865		Ecocyc:TU0-14243 
RDBECOLITUC01407	yciY	RDBECOLIOPC00617	yciY	RDBECOLIGNC02891	yciY								b4595	1308788	1308961		Ecocyc:TU0-14244 
RDBECOLITUC01408	ymdF	RDBECOLIOPC02214	ymdF	RDBECOLIGNC02582	ymdF								b4518	1068081	1068254		Ecocyc:TU0-14245 
RDBECOLITUC01409	ybdR	RDBECOLIOPC01209	ybdR	RDBECOLIGNC03212	ybdR						RDBECOLITFC00135	Nac	b0608	642088	643326		Ecocyc:TU0-14246 
RDBECOLITUC01410	lfhA	RDBECOLIOPC00341	lfhA	RDBECOLIGNC03009	lfhA								b0229	250070	248358		Ecocyc:TU0-14247 
RDBECOLITUC01411	ftsZ	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIGNC00341	ftsZ	RDBECOLIPMC03814	ftsZp3	104693					b0095	105305	106456		Ecocyc:TU0-1424 
RDBECOLITUC01412	bolA	RDBECOLIOPC01898	bolA	RDBECOLIGNC00121	bolA	RDBECOLIPMC03000	bolAp2	454349	RDBECOLITMC00008	sigma70			b0435	454472	454789	454844-454865	Ecocyc:TU0-14251 
RDBECOLITUC01413	tig	RDBECOLIOPC02843	tig	RDBECOLIGNC00991	tig								b0436	455133	456431		Ecocyc:TU0-14252 
RDBECOLITUC01414	lsp-fkpB-ispH	RDBECOLIOPC03590	ribF-ileS-lspA-fkpB-ispH	RDBECOLIGNC01068,RDBECOLIGNC01067,RDBECOLIGNC00540	ispH;fkpB;lspA	RDBECOLIPMC03003	lspAp	25014	RDBECOLITMC00035	sigma70			b0029;b0028;b0027	25207	27227	27252-27279	Ecocyc:TU0-14253 
RDBECOLITUC01415	aroH	RDBECOLIOPC02621	aroH	RDBECOLIGNC00076	aroH	RDBECOLIPMC03004	aroHp2	1788384	RDBECOLITMC00006	sigma70			b1704	1788435	1789481	1789487-1789510	Ecocyc:TU0-14254 
RDBECOLITUC01416	rpmI-rplT	RDBECOLIOPC03375	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00871,RDBECOLIGNC01208	rplT;rpmI	RDBECOLIPMC03005	rpmIp	1800427	RDBECOLITMC00023	sigma70	RDBECOLITFC00039	DksA	b1716;b1717	1799999	1799393	1799363-1799382	Ecocyc:TU0-14255 
RDBECOLITUC01417	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIOPC03375	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00433,RDBECOLIGNC00701,RDBECOLIGNC00700,RDBECOLIGNC01245,RDBECOLIGNC00871,RDBECOLIGNC01208,RDBECOLIGNC00498,RDBECOLIGNC00989	ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS	RDBECOLIPMC02963	thrSp	1802733			RDBECOLITFC00038,RDBECOLITFC00039	NsrR,DksA	b1712;b1713;b1714;b1715;b1716;b1717;b1718;b1719	1802570	1795253		Ecocyc:TU0-14257 
RDBECOLITUC01418	norR	RDBECOLIOPC03039	norR	RDBECOLIGNC02008	norR	RDBECOLIPMC03006	norRp	2832307			RDBECOLITFC00038,RDBECOLITFC00111,RDBECOLITFC00111,RDBECOLITFC00111	NsrR,NorR,NorR,NorR	b2709	2832289	2830775		Ecocyc:TU0-14258 
RDBECOLITUC01419	ftsZ	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIGNC00341	ftsZ	RDBECOLIPMC03815	ftsZp4	104636					b0095	105305	106456		Ecocyc:TU0-1425 
RDBECOLITUC01420	asnC-mioC	RDBECOLIOPC03263	asnC-mioC-mnmG	RDBECOLIGNC01179,RDBECOLIGNC00089	mioC;asnC	RDBECOLIPMC03435	asnCp	3927031		sigma70	RDBECOLITFC00135,RDBECOLITFC00135,RDBECOLITFC00135,RDBECOLITFC00002,RDBECOLITFC00002,RDBECOLITFC00002,RDBECOLITFC00002	Nac,Nac,Nac,AsnC,AsnC,AsnC,AsnC	b3742;b3743	3927003	3926012		Ecocyc:TU0-14262 
RDBECOLITUC01421	asnC-mioC-mnmG	RDBECOLIOPC03263	asnC-mioC-mnmG	RDBECOLIGNC00368,RDBECOLIGNC01179,RDBECOLIGNC00089	mnmG;mioC;asnC	RDBECOLIPMC03435	asnCp	3927031	RDBECOLITMC00121	sigma70	RDBECOLITFC00135,RDBECOLITFC00135,RDBECOLITFC00135,RDBECOLITFC00002,RDBECOLITFC00002,RDBECOLITFC00002,RDBECOLITFC00002	Nac,Nac,Nac,AsnC,AsnC,AsnC,AsnC	b3741;b3742;b3743	3927003	3923744	3923705-3923732	Ecocyc:TU0-14263 
RDBECOLITUC01422	rraA	RDBECOLIOPC02390	menA-rraA	RDBECOLIGNC01806	rraA	RDBECOLIPMC03007	rraAp	4119358		sigma38			b3929	4119330	4118845		Ecocyc:TU0-14264 
RDBECOLITUC01423	relA-mazEF	RDBECOLIOPC03285	relA-mazEF	RDBECOLIGNC01223,RDBECOLIGNC00563,RDBECOLIGNC00825	mazF;mazE;relA	RDBECOLIPMC03008	relAp2	2914277		sigma70	RDBECOLITFC00020,RDBECOLITFC00189	H-NS,CRP	b2782;b2783;b2784	2913651	2910756		Ecocyc:TU0-14269 
RDBECOLITUC01424	rne	RDBECOLIOPC02907	rne	RDBECOLIGNC00849	rne	RDBECOLIPMC03010	rnep2	1144762		sigma70			b1084	1144367	1141182		Ecocyc:TU0-14272 
RDBECOLITUC01425	rne	RDBECOLIOPC02907	rne	RDBECOLIGNC00849	rne	RDBECOLIPMC03011	rnep3	1144873		sigma70			b1084	1144367	1141182		Ecocyc:TU0-14273 
RDBECOLITUC01426	smg	RDBECOLIOPC01197	smg	RDBECOLIGNC01552	smg						RDBECOLITFC00080	GlaR	b3284	3432464	3431991		Ecocyc:TU0-14274 
RDBECOLITUC01427	ygbK	RDBECOLIOPC00696	ygbJK	RDBECOLIGNC04232	ygbK	RDBECOLIPMC03017	ygbKp	2862197		sigma28	RDBECOLITFC00052	FlhDC	b2737	2862335	2863501		Ecocyc:TU0-14275 
RDBECOLITUC01428	modABC	RDBECOLIOPC01815	modABC	RDBECOLIGNC00148,RDBECOLIGNC00002,RDBECOLIGNC02278	modC;modB;modA	RDBECOLIPMC03018	modAp1	794995		sigma28			b0765;b0764;b0763	795089	797612		Ecocyc:TU0-14276 
RDBECOLITUC01429	fliDST	RDBECOLIOPC03424	fliDST	RDBECOLIGNC01355,RDBECOLIGNC01354,RDBECOLIGNC00831	fliT;fliS;fliD	RDBECOLIPMC03022	fliDp1			sigma28			b1926;b1925;b1924	2003872	2006078		Ecocyc:TU0-14278 
RDBECOLITUC01430	ftnB	RDBECOLIOPC02835	ftnB	RDBECOLIGNC03882	ftnB	RDBECOLIPMC03030	ftnBp2	1986799		sigma70	RDBECOLITFC00170	CpxR	b1902	1986925	1987428		Ecocyc:TU0-14282 
RDBECOLITUC01431	yqjA-mzrA	RDBECOLIOPC01455	yqjA-mzrA	RDBECOLIGNC04410,RDBECOLIGNC04409	mzrA;yqjA	RDBECOLIPMC03031	yqjAp1	3247548		sigma70	RDBECOLITFC00170	CpxR	b3096;b3095	3247773	3248822		Ecocyc:TU0-14286 
RDBECOLITUC01432	yjbEFGH	RDBECOLIOPC02901	yjbEFGH	RDBECOLIGNC01851,RDBECOLIGNC01850,RDBECOLIGNC01849,RDBECOLIGNC01848	yjbH;yjbG;yjbF;yjbE	RDBECOLIPMC03033	yjbEp1	4235858		sigma70	RDBECOLITFC00211,RDBECOLITFC00117	IHF,RcsAB	b4029;b4028;b4027;b4026	4235906	4239730		Ecocyc:TU0-14287 
RDBECOLITUC01433	mtr	RDBECOLIOPC02750	mtr	RDBECOLIGNC00609	mtr	RDBECOLIPMC03035	mtrp1	3305932					b3161	3305817	3304573		Ecocyc:TU0-14288 
RDBECOLITUC01434	yrbG-kdsD	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	RDBECOLIGNC04457,RDBECOLIGNC02384	kdsD;yrbG	RDBECOLIPMC03036	yrbGp	3340211		sigma70			b3197;b3196	3340275	3342252		Ecocyc:TU0-14290 
RDBECOLITUC01435	kdsC-lptCAB	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	RDBECOLIGNC01621,RDBECOLIGNC04460,RDBECOLIGNC04459,RDBECOLIGNC04458	lptB;lptA;lptC;kdsC	RDBECOLIPMC03037	kdsCp1	3342226		sigma70			b3201;b3200;b3199;b3198	3342273	3344669		Ecocyc:TU0-14291 
RDBECOLITUC01436	lptAB	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	RDBECOLIGNC01621,RDBECOLIGNC04460	lptB;lptA	RDBECOLIPMC03038	lptAp1	3343326		sigma24			b3201;b3200	3343380	3344669		Ecocyc:TU0-14292 
RDBECOLITUC01437	alsK	RDBECOLIOPC00881	alsK	RDBECOLIGNC01880	alsK								b4084	4307799	4306870		Ecocyc:TU0-14293 
RDBECOLITUC01438	CsiR	RDBECOLIOPC00015	CsiR	RDBECOLIGNC02246	glaR								b2664	2795674	2796336		Ecocyc:TU0-14294 
RDBECOLITUC01439	ybbB	RDBECOLIOPC01502	ybbB	RDBECOLIGNC01702	selU								b0503	531226	530132		Ecocyc:TU0-14295 
RDBECOLITUC01440	rhaM	RDBECOLIOPC00586	rhaM	RDBECOLIGNC01793	rhaM								b3901	4093438	4093124		Ecocyc:TU0-14296 
RDBECOLITUC01441	macAB	RDBECOLIOPC02177	macAB	RDBECOLIGNC03331,RDBECOLIGNC03330	macB;macA								b0879;b0878	919235	922293		Ecocyc:TU0-14298 
RDBECOLITUC01442	nhaR	RDBECOLIOPC02579	nhaAR	RDBECOLIGNC01065	nhaR						RDBECOLITFC00141	YdeO	b0020	18715	19620		Ecocyc:TU0-14299 
RDBECOLITUC01443	yadMLKC	RDBECOLIOPC01654	yadMLKC	RDBECOLIGNC01619,RDBECOLIGNC02195,RDBECOLIGNC02196,RDBECOLIGNC02197	yadC;yadK;yadL;yadM								b0135;b0136;b0137;b0138	152812	149715		Ecocyc:TU0-14300 
RDBECOLITUC01444	yadN	RDBECOLIOPC01799	yadN	RDBECOLIGNC02198	yadN						RDBECOLITFC00080	GlaR	b0141	156883	156299		Ecocyc:TU0-14301 
RDBECOLITUC01445	glgBXCAP	RDBECOLIOPC03304	glgBXCAP	RDBECOLIGNC00373,RDBECOLIGNC00370,RDBECOLIGNC00372,RDBECOLIGNC00374,RDBECOLIGNC00371	glgP;glgA;glgC;glgX;glgB	RDBECOLIPMC00508	glgBp	3573657	RDBECOLITMC00212	sigma70	RDBECOLITFC00166	PhoP	b3428;b3429;b3430;b3431;b3432	3573502	3564134	3564082-3564136	Ecocyc:TU0-14302 
RDBECOLITUC01446	yeiL	RDBECOLIOPC02829	yeiL	RDBECOLIGNC01944	yeiL								b2163	2255355	2256014		Ecocyc:TU0-14303 
RDBECOLITUC01447	yeiI	RDBECOLIOPC01443	yeiI	RDBECOLIGNC01941	yeiI								b2160	2251700	2252788		Ecocyc:TU0-14304 
RDBECOLITUC01448	yfaE	RDBECOLIOPC02618	nrdAB-yfaE	RDBECOLIGNC02223	yfaE								b2236	2348514	2348768		Ecocyc:TU0-14305 
RDBECOLITUC01449	rlmM	RDBECOLIOPC02235	rlmM	RDBECOLIGNC01725	rlmM						RDBECOLITFC00135	Nac	b2806	2941243	2940143		Ecocyc:TU0-14306 
RDBECOLITUC01450	ygdD	RDBECOLIOPC01123	ygdD	RDBECOLIGNC01724	ygdD								b2807	2941631	2941236		Ecocyc:TU0-14307 
RDBECOLITUC01451	yhfK	RDBECOLIOPC00271	yhfK	RDBECOLIGNC04512	yhfK	RDBECOLIPMC03185	yhfKp						b3358	3486791	3488893		Ecocyc:TU0-14308 
RDBECOLITUC01452	frwD	RDBECOLIOPC01844	frwD	RDBECOLIGNC01837	frwD								b3953	4147138	4147479		Ecocyc:TU0-14311 
RDBECOLITUC01453	ftsB	RDBECOLIOPC00867	ftsB	RDBECOLIGNC04238	ftsB								b2748	2872820	2872509		Ecocyc:TU0-14312 
RDBECOLITUC01454	ispDF	RDBECOLIOPC00001	ispDF	RDBECOLIGNC01746,RDBECOLIGNC04237	ispF;ispD								b2746;b2747	2872490	2871301		Ecocyc:TU0-14313 
RDBECOLITUC01455	truD	RDBECOLIOPC01485	truD	RDBECOLIGNC04236	truD								b2745	2871304	2870255		Ecocyc:TU0-14314 
RDBECOLITUC01456	glf-rfc	RDBECOLIOPC00575	glf-rfc	RDBECOLIGNC01904,RDBECOLIGNC01903	wbbH;glf								b2035;b2036	2108329	2106060		Ecocyc:TU0-14315 
RDBECOLITUC01457	yhjR	RDBECOLIOPC02159	yhjR	RDBECOLIGNC02138	yhjR	RDBECOLIPMC02517	yhjRp	3696364		sigma70			b3535	3696185	3695997		Ecocyc:TU0-14316 
RDBECOLITUC01458	wbbIJK	RDBECOLIOPC01166	wbbIJK	RDBECOLIGNC01907,RDBECOLIGNC01906,RDBECOLIGNC01905	wbbK;wbbJ;wbbI								b2032;b2033;b2034	2106057	2103391		Ecocyc:TU0-14317 
RDBECOLITUC01459	hsdRMS	RDBECOLIOPC01297	hsdRMS	RDBECOLIGNC00453,RDBECOLIGNC00451,RDBECOLIGNC00452	hsdS;hsdM;hsdR								b4348;b4349;b4350	4586761	4580068		Ecocyc:TU0-14319 
RDBECOLITUC01460	yfhG	RDBECOLIOPC01784	yfhG	RDBECOLIGNC02035	qseG								b2555	2689506	2688793		Ecocyc:TU0-14320 
RDBECOLITUC01461	yfhA	RDBECOLIOPC03583	glrR-glnB	RDBECOLIGNC01257	glrR								b2554	2688803	2687469		Ecocyc:TU0-14321 
RDBECOLITUC01462	holC	RDBECOLIOPC03585	holC-valS	RDBECOLIGNC01378	holC								b4259	4484280	4483837		Ecocyc:TU0-14322 
RDBECOLITUC01463	yjhA	RDBECOLIOPC03035	nanCMS	RDBECOLIGNC04659	nanC								b4311	4539501	4538785		Ecocyc:TU0-14323 
RDBECOLITUC01464	yjaH	RDBECOLIOPC00528	yjaH	RDBECOLIGNC01842	yjaH						RDBECOLITFC00135	Nac	b4001	4200566	4201261		Ecocyc:TU0-14324 
RDBECOLITUC01465	ymbA	RDBECOLIOPC03315	pqiABC	RDBECOLIGNC03361	pqiC								b0952	1014896	1015459		Ecocyc:TU0-14325 
RDBECOLITUC01466	yqgB	RDBECOLIOPC01109	yqgB	RDBECOLIGNC04330	yqgB								b2939	3086051	3085920		Ecocyc:TU0-14326 
RDBECOLITUC01467	rnlAB	RDBECOLIOPC03459	rnlAB	RDBECOLIGNC04189,RDBECOLIGNC04188	rnlB;rnlA	RDBECOLIPMC00360	rnlAp2	2765894		sigma70	RDBECOLITFC00055	IscR	b2631;b2630	2765918	2767355		Ecocyc:TU0-14327 
RDBECOLITUC01468	secG	RDBECOLIOPC01830	secG-leuU	RDBECOLIGNC01996	secG								b3175	3322505	3322173		Ecocyc:TU0-14328 
RDBECOLITUC01469	tpke11	RDBECOLIOPC03258	tpke11	RDBECOLIGNC02893	tpke11									14080	14167		Ecocyc:TU0-14330 
RDBECOLITUC01470	rseX	RDBECOLIOPC02578	rseX	RDBECOLIGNC02642	rseX	RDBECOLIPMC03039	rseXp	2033649	RDBECOLITMC00030				b4603	2033649	2033739	2033715-2033731	Ecocyc:TU0-14332 
RDBECOLITUC01471	sraB	RDBECOLIOPC01472	sraB	RDBECOLIGNC02866	sraB	RDBECOLIPMC03085	psrDp	1146589	RDBECOLITMC00040				b4418	1146589	1146757	1146728-1146752	Ecocyc:TU0-14333 
RDBECOLITUC01472	isrC	RDBECOLIOPC03006	isrC-flu	RDBECOLIGNC02905	isrC								b4435	2071317	2071511		Ecocyc:TU0-14334 
RDBECOLITUC01473	ispG-sroE	RDBECOLIOPC02143	ispG-sroE	RDBECOLIGNC00363,RDBECOLIGNC02923	ispG;sroE								b2515;b4761	2641804	2640595		Ecocyc:TU0-14336 
RDBECOLITUC01474	uppS-cdsA	RDBECOLIOPC03310	dxr-uppS-cdsA	RDBECOLIGNC02858,RDBECOLIGNC00135,RDBECOLIGNC02988	ispZ;cdsA;ispU	RDBECOLIPMC03280	ispUp1	194784					b4809;b0175;b0174	194784	196534		Ecocyc:TU0-14339 
RDBECOLITUC01475	cdsA	RDBECOLIOPC03310	dxr-uppS-cdsA	RDBECOLIGNC00135	cdsA								b0175	195677	196534		Ecocyc:TU0-14340 
RDBECOLITUC01476	yraM	RDBECOLIOPC01769	yraM	RDBECOLIGNC04439	lpoA								b3147	3293400	3295436		Ecocyc:TU0-14341 
RDBECOLITUC01477	yraN	RDBECOLIOPC00799	yraN	RDBECOLIGNC04440	yraN								b3148	3295394	3295789		Ecocyc:TU0-14342 
RDBECOLITUC01478	diaA	RDBECOLIOPC00032	diaA	RDBECOLIGNC02379	diaA								b3149	3295809	3296399		Ecocyc:TU0-14343 
RDBECOLITUC01479	ligT	RDBECOLIOPC01416	ligT	RDBECOLIGNC02200	thpR								b0147	162031	161501		Ecocyc:TU0-14344 
RDBECOLITUC01480	eptA	RDBECOLIOPC00515	eptA	RDBECOLIGNC01559	eptA						RDBECOLITFC00196,RDBECOLITFC00135	BasR,Nac	b4114	4335590	4333947		Ecocyc:TU0-14345 
RDBECOLITUC01481	galF	RDBECOLIOPC02198	galF	RDBECOLIGNC03936	galF	RDBECOLIPMC00110	galFp	2114351					b2042	2114327	2113434		Ecocyc:TU0-14346 
RDBECOLITUC01482	yfgA	RDBECOLIOPC01098	yfgA	RDBECOLIGNC00013	rodZ								b2516	2642844	2641831		Ecocyc:TU0-14347 
RDBECOLITUC01483	yceH	RDBECOLIOPC00246	yceH	RDBECOLIGNC01490	yceH								b1067	1126157	1126804		Ecocyc:TU0-14349 
RDBECOLITUC01484	mviM	RDBECOLIOPC01814	mviM	RDBECOLIGNC03425	yceM								b1068	1126806	1127729		Ecocyc:TU0-14350 
RDBECOLITUC01485	ydhM	RDBECOLIOPC02813	nemRA-gloA	RDBECOLIGNC03742	nemR								b1649	1726023	1726622		Ecocyc:TU0-14351 
RDBECOLITUC01486	nemA	RDBECOLIOPC02813	nemRA-gloA	RDBECOLIGNC03743	nemA								b1650	1726659	1727756		Ecocyc:TU0-14352 
RDBECOLITUC01487	ogrK	RDBECOLIOPC01457	ogrK	RDBECOLIGNC03961	ogrK								b2082	2167520	2167302		Ecocyc:TU0-14353 
RDBECOLITUC01488	rnd	RDBECOLIOPC00551	rnd	RDBECOLIGNC00848	rnd	RDBECOLIPMC00298	rndp	1888061		sigma70			b1804	1887991	1886864		Ecocyc:TU0-14354 
RDBECOLITUC01489	rsmB	RDBECOLIOPC02125	rsmB	RDBECOLIGNC02054	rsmB								b3289	3435207	3436496		Ecocyc:TU0-14355 
RDBECOLITUC01490	dfp	RDBECOLIOPC01138	dfp	RDBECOLIGNC00004	dfp	RDBECOLIPMC00176	dfpp	3812703					b3639	3812731	3813951		Ecocyc:TU0-14356 
RDBECOLITUC01491	clpS	RDBECOLIOPC00284	clpS	RDBECOLIGNC03332	clpS	RDBECOLIPMC02554	clpSp	922751			RDBECOLITFC00166	PhoP	b0881	922913	923233		Ecocyc:TU0-14357 
RDBECOLITUC01492	rcsDB	RDBECOLIOPC02363	rcsDB	RDBECOLIGNC00811,RDBECOLIGNC02245	rcsB;rcsD	RDBECOLIPMC00497	rcsDp	2313452		sigma70	RDBECOLITFC00020	H-NS	b2217;b2216	2313488	2316827		Ecocyc:TU0-14359 
RDBECOLITUC01493	insH-7	RDBECOLIOPC00783	insH-7	RDBECOLIGNC03935	insH7								b2030	2102875	2101895		Ecocyc:TU0-14362 
RDBECOLITUC01494	insH-2	RDBECOLIOPC00020	insH-2	RDBECOLIGNC03186	insH2								b0552	575717	574737		Ecocyc:TU0-14363 
RDBECOLITUC01495	mnmA	RDBECOLIOPC01402	mnmA	RDBECOLIGNC01314	mnmA	RDBECOLIPMC03166	mnmAp						b1133	1193773	1192667		Ecocyc:TU0-14364 
RDBECOLITUC01496	ybcH	RDBECOLIOPC00505	ybcH	RDBECOLIGNC02295	ybcH								b0567	587981	587091		Ecocyc:TU0-14365 
RDBECOLITUC01497	ybgTE	RDBECOLIOPC02178	ybgTE	RDBECOLIGNC02253,RDBECOLIGNC02581	ybgE;cydX								b0735;b4515	774196	774602		Ecocyc:TU0-14366 
RDBECOLITUC01498	ybiB	RDBECOLIOPC02774	dinG-ybiB	RDBECOLIGNC01531	ybiB								b0800	835248	836210		Ecocyc:TU0-14368 
RDBECOLITUC01499	yebA	RDBECOLIOPC00231	yebA	RDBECOLIGNC00011	mepM								b1856	1941635	1940313		Ecocyc:TU0-14369 
RDBECOLITUC01500	aspT	RDBECOLIOPC01796	aspT	RDBECOLIGNC02461	aspT								b3760	3946872	3946948		Ecocyc:TU0-14370 
RDBECOLITUC01501	trpt	RDBECOLIOPC00827	trpt	RDBECOLIGNC02542	trpT								b3761	3946957	3947032		Ecocyc:TU0-14371 
RDBECOLITUC01502	aspU	RDBECOLIOPC02537	aspU	RDBECOLIGNC02462	aspU	RDBECOLIPMC03182	aspUp		RDBECOLITMC00225				b0206	228928	229004	228998-229052	Ecocyc:TU0-14372 
